12	4874
7	4875
13	4876
15	4877
5	4878
1	4879
1	4880
1	4881
1	4882
1	4883
1	4884
1	4885
1	4886
1	4887
1	4888
1	4889
1	4890
1	4891
1	4892
1	4893
1	4894
12	4895
12	4896
12	4897
1	4898
1	4899
1	4900
1	4901
1	4902
1	4903
1	4904
1	4905
1	4906
1	4907
1	4908
1	4909
1	4910
17	4911
9	4912
17	4913
8	4913
9	4914
1	4915
11	4916
4	4917
6	4918
10	4919
2	4920
10	4921
6	4922
6	4923
6	4924
13	4925
11	4926
1	4927
1	4928
11	4929
12	4930
1	4931
11	4932
12	4933
12	4934
12	4935
12	4936
12	4937
1	4938
12	4939
12	4940
12	4941
6	4942
12	4943
1	4944
1	4945
1	4946
1	4947
1	4948
1	4949
1	4950
1	4951
1	4952
1	4953
1	4954
1	4955
1	4956
12	4957
12	4958
12	4959
12	4960
12	4961
12	4962
6	4963
14	4964
12	4965
6	4966
6	4967
12	4968
14	4969
6	4970
12	4971
12	4972
28	4973
28	4974
28	4975
28	4976
28	4977
28	4978
12	4979
12	4980
12	4981
12	4982
15	4983
1	4984
1	4985
1	4986
1	4987
1	4988
1	4989
1	4990
1	4991
1	4992
1	4993
1	4994
1	4995
1	4996
1	4997
1	4998
12	4999
1	5000
1	5001
1	5002
12	5003
12	5004
12	5005
12	5006
1	5007
1	5008
1	5009
1	5010
1	5011
1	5012
1	5013
12	5014
12	5015
6	5016
12	5017
12	5018
1	5019
1	5020
1	5021
1	5022
1	5023
1	5024
1	5025
1	5026
1	5027
1	5028
1	5029
1	5030
12	5031
6	5032
1	5033
10	5034
1	5035
7	5036
1	5037
1	5038
1	5039
12	5040
12	5041
12	5042
14	5043
13	5044
1	5045
1	5046
2	5047
1	5048
9	5049
1	5050
17	5051
2	5052
1	5053
12	5054
9	5055
4	5056
1	5057
1	5058
12	5058
13	5059
3	5060
12	5061
12	5062
12	5063
12	5064
1	5065
1	5066
1	5067
1	5068
1	5069
1	5070
1	5071
1	5072
1	5073
1	5074
12	5075
12	5076
1	5077
1	5078
1	5079
1	5080
1	5081
1	5082
1	5083
1	5084
1	5085
1	5086
1	5087
12	5088
6	5089
12	5090
12	5091
12	5092
1	5093
1	5094
1	5095
1	5096
1	5097
1	5098
1	5099
1	5100
12	5101
12	5102
1	5103
1	5104
1	5105
1	5106
1	5107
1	5108
1	5109
1	5110
1	5111
1	5112
12	5113
12	5114
3	5115
6	5116
1	5117
1	5118
1	5119
1	5120
1	5121
1	5122
1	5123
1	5124
1	5125
1	5126
12	5127
12	5128
12	5129
12	5130
1	5131
1	5132
1	5133
1	5134
1	5135
1	5136
1	5137
1	5138
1	5139
1	5140
1	5141
1	5142
12	5143
1	5144
7	5145
7	5146
7	5147
17	5148
1	5149
1	5150
1	5151
1	5152
7	5153
7	5154
1	5155
1	5156
1	5157
7	5158
1	5159
1	5160
7	5161
1	5162
1	5163
7	5164
1	5165
7	5166
17	5167
7	5168
7	5169
1	5170
7	5171
1	5172
1	5173
1	5174
10	5175
17	5176
8	5176
10	5177
1	5178
1	5179
1	5180
1	5181
10	5182
12	5183
12	5184
12	5185
24	5186
1	5187
1	5188
1	5189
1	5190
1	5191
1	5192
1	5193
1	5194
1	5195
1	5196
1	5197
1	5198
1	5199
1	5200
1	5201
1	5202
1	5203
1	5204
12	5205
1	5206
1	5207
1	5208
1	5209
1	5210
12	5211
3	5212
12	5213
12	5214
12	5215
12	5216
12	5217
12	5218
12	5219
12	5220
12	5221
12	5222
1	5223
1	5224
1	5225
1	5226
1	5227
1	5228
1	5229
1	5230
1	5231
1	5232
1	5233
1	5234
1	5235
1	5236
1	5237
1	5238
1	5239
1	5240
1	5241
1	5242
1	5243
1	5244
1	5245
1	5246
1	5247
1	5248
1	5249
1	5250
1	5251
11	5252
1	5253
10	5254
6	5255
1	5256
1	5257
12	5258
2	5259
12	5260
12	5261
12	5262
1	5263
7	5264
1	5265
7	5266
10	5267
2	5268
1	5269
1	5270
1	5271
1	5272
10	5273
1	5274
1	5275
10	5276
1	5277
1	5278
10	5279
1	5280
1	5281
1	5282
1	5283
7	5284
1	5285
1	5286
10	5287
1	5288
1	5289
10	5290
10	5291
17	5292
8	5292
2	5293
7	5294
1	5295
10	5296
1	5297
10	5298
1	5299
1	5300
1	5301
10	5302
12	5303
10	5304
1	5305
1	5306
12	5307
1	5308
2	5309
13	5310
5	5311
1	5312
2	5313
7	5314
7	5315
2	5316
11	5317
1	5318
1	5319
1	5320
1	5321
1	5322
