1	5323
1	5324
1	5325
1	5326
12	5327
1	5328
1	5329
1	5330
1	5331
1	5332
1	5333
1	5334
1	5335
1	5336
1	5337
1	5338
1	5339
1	5340
1	5341
1	5342
1	5343
1	5344
1	5345
1	5346
1	5347
1	5348
1	5349
1	5350
1	5351
1	5352
1	5353
1	5354
1	5355
1	5356
1	5357
1	5358
1	5359
1	5360
1	5361
1	5362
1	5363
1	5364
1	5365
1	5366
1	5367
1	5368
1	5369
1	5370
1	5371
1	5372
1	5373
1	5374
1	5375
1	5376
1	5377
1	5378
1	5379
1	5380
1	5381
1	5382
1	5383
1	5384
1	5385
1	5386
1	5387
1	5388
1	5389
1	5390
1	5391
1	5392
1	5393
1	5394
1	5395
1	5396
1	5397
1	5398
1	5399
1	5400
1	5401
1	5402
1	5403
1	5404
12	5405
24	5406
3	5407
12	5408
12	5409
12	5410
1	5411
1	5412
1	5413
1	5414
6	5415
1	5416
1	5417
11	5418
1	5419
1	5420
1	5421
1	5422
1	5423
1	5424
1	5425
2	5426
1	5427
1	5428
1	5429
1	5430
1	5431
1	5432
1	5433
1	5434
1	5435
1	5436
1	5437
1	5438
1	5439
1	5440
1	5441
1	5442
1	5443
1	5444
1	5445
1	5446
1	5447
1	5448
1	5449
1	5450
1	5451
1	5452
1	5453
1	5454
1	5455
1	5456
1	5457
1	5458
1	5459
1	5460
1	5461
1	5462
1	5463
1	5464
1	5465
1	5466
12	5467
1	5468
1	5469
1	5470
1	5471
12	5472
12	5473
6	5474
2	5475
11	5476
7	5477
17	5478
24	5479
12	5480
1	5481
1	5482
1	5483
1	5484
1	5485
1	5486
1	5487
1	5488
1	5489
12	5490
12	5491
1	5492
1	5493
1	5494
1	5495
1	5496
1	5497
1	5498
1	5499
1	5500
1	5501
1	5502
1	5503
12	5504
12	5505
12	5506
12	5507
12	5508
1	5509
1	5510
1	5511
1	5512
6	5513
12	5514
12	5515
12	5516
6	5517
1	5518
1	5519
1	5520
1	5521
1	5522
1	5523
1	5524
1	5525
1	5526
1	5527
1	5528
1	5529
1	5530
1	5531
1	5532
1	5533
1	5534
1	5535
1	5536
1	5537
12	5538
1	5539
1	5540
1	5541
1	5542
1	5543
1	5544
1	5545
12	5546
12	5547
12	5548
12	5549
12	5550
1	5551
1	5552
1	5553
1	5554
1	5555
1	5556
1	5557
1	5558
1	5559
1	5560
1	5561
1	5562
1	5563
1	5564
1	5565
1	5566
1	5567
1	5568
1	5569
1	5570
1	5571
1	5572
12	5573
2	5574
2	5575
12	5576
10	5577
12	5578
12	5579
12	5580
12	5581
6	5582
12	5583
12	5584
12	5585
1	5586
1	5587
6	5588
12	5589
12	5590
12	5591
12	5592
1	5593
12	5594
12	5595
12	5596
28	5597
12	5598
28	5599
12	5600
28	5601
28	5602
28	5603
12	5604
1	5605
1	5606
1	5607
1	5608
1	5609
1	5610
1	5611
1	5612
1	5613
1	5614
1	5615
1	5616
1	5617
1	5618
1	5619
1	5620
1	5621
1	5622
1	5623
1	5624
1	5625
1	5626
1	5627
1	5628
1	5629
1	5630
1	5631
1	5632
1	5633
1	5634
11	5635
7	5636
12	5337
1	5638
1	5639
1	5640
1	5641
1	5642
1	5643
1	5644
1	5645
1	5646
12	5647
1	5648
1	5649
1	5650
4	5651
6	5652
12	5653
4	5654
1	5655
1	5656
1	5657
1	5658
1	5659
1	5660
1	5661
1	5662
1	5663
1	5664
1	5665
1	5666
1	5667
1	5668
1	5669
1	5670
1	5671
1	5672
1	5673
1	5674
1	5675
1	5676
1	5677
12	5678
1	5679
1	5680
1	5681
1	5682
1	5683
1	5684
1	5685
1	5686
1	5687
1	5688
1	5689
1	5690
1	5691
1	5692
1	5693
1	5694
1	5695
1	5696
1	5697
1	5698
1	5699
1	5700
1	5701
1	5702
1	5703
1	5704
1	5705
1	5706
1	5707
1	5708
1	5709
1	5710
1	5711
1	5712
1	5713
1	5714
1	5715
1	5716
1	5717
1	5718
1	5719
1	5720
1	5721
1	5722
1	5723
1	5724
1	5725
1	5726
1	5727
1	5728
1	5729
1	5730
1	5731
1	5732
1	5733
1	5734
1	5735
12	5736
12	5737
12	5738
12	5739
12	5740
1	5741
1	5742
1	5743
1	5744
1	5745
1	5746
1	5747
1	5748
1	5749
1	5750
1	5751
1	5752
1	5753
12	5754
17	5755
12	5756
17	5757
12	5758
11	5759
17	5760
6	5761
2	5762
6	5763
9	5764
2	5765
6	5766
13	5767
11	5768
12	5769
12	5770
12	5771
1	5772
1	5773
1	5774
1	5775
1	5776
1	5777
1	5778
1	5779
1	5780
1	5781
1	5782
1	5783
12	5784
6	5785
10	5786
6	5787
2	5788
1	5789
10	5790
2	5791
1	5792
17	5793
8	5793
1	5794
5	5795
1	5796
7	5797
2	5798
4	5799
10	5800
12	5801
7	5802
17	5803
13	5804
17	5805
12	5806
1	5807
2	5808
5	5809
6	5810
1	5811
12	5812
1	5813
11	5814
1	5815
1	5816
1	5817
1	5818
12	5819
12	5820
1	5821
1	5822
1	5823
1	5824
1	5825
1	5826
1	5827
1	5828
1	5829
11	5830
6	5831
6	5832
10	5833
6	5834
6	5835
2	5836
6	5837
10	5838
6	5839
10	5840
11	5841
1	5842
11	5843
6	5844
11	5845
6	5846
17	5847
2	5848
5	5849
2	5850
11	5851
1	5852
12	5853
1	5854
13	5855
6	5856
6	5857
12	5858
12	5859
12	5860
12	5861
6	5862
12	5863
6	5864
12	5865
5	5866
5	5867
10	5868
7	5869
17	5870
8	5870
7	5871
7	5872
17	5873
8	5873
2	5874
2	5875
2	5876
17	5877
17	5878
17	5879
8	5879
17	5880
2	5881
6	5882
1	5883
1	5884
6	5885
6	5886
9	5887
7	5888
2	5889
12	5890
6	5891
2	5892
6	5893
17	5894
5	5895
4	5896
2	5897
12	5898
12	5899
6	5900
2	5901
2	5902
10	5903
2	5904
2	5905
10	5906
2	5907
2	5908
7	5909
15	5910
7	5911
7	5912
17	5913
17	5914
17	5915
17	5916
7	5917
10	5918
17	5919
15	5920
17	5921
15	5922
1	5923
13	5924
2	5925
9	5926
1	5927
13	5928
13	5929
13	5930
9	5931
12	5932
9	5933
9	5934
9	5935
9	5936
1	5937
11	5938
6	5939
2	5940
9	5941
6	5942
9	5943
1	5944
1	5945
9	5946
13	5947
13	5948
13	5949
1	5950
13	5951
11	5952
13	5953
9	5954
9	5955
13	5956
7	5957
1	5958
13	5959
11	5960
13	5961
13	5962
9	5963
6	5964
11	5965
6	5966
13	5967
13	5968
9	5969
15	5970
1	5971
17	5972
10	5973
11	5974
6	5975
6	5976
12	5977
6	5978
6	5979
12	5980
6	5981
12	5982
12	5983
12	5984
12	5985
12	5986
5	5987
5	5988
6	5989
6	5990
12	5991
12	5992
12	5993
12	5994
12	5995
12	5996
12	5997
14	5998
14	5999
12	6000
1	6001
1	6002
1	6003
1	6004
1	6005
1	6006
1	6007
1	6008
1	6009
1	6010
1	6011
1	6012
1	6013
1	6014
1	6015
1	6016
1	6017
1	6018
1	6019
1	6020
1	6021
1	6022
1	6023
1	6024
1	6025
1	6026
1	6027
1	6028
1	6029
1	6030
1	6031
1	6032
1	6033
12	6034
12	6035
6	6036
12	6037
1	6038
1	6039
1	6040
1	6041
1	6042
1	6043
1	6044
1	6045
1	6046
12	6047
6	6048
6	6049
6	6050
28	6051
28	6052
6	6053
6	6054
12	6055
12	6056
4	6057
12	6058
7	6059
7	6060
17	6061
7	6062
7	6063
2	6064
7	6065
2	6066
7	6067
7	6068
7	6069
2	6070
2	6071
7	6072
7	6073
10	6074
10	6075
9	6076
2	6077
10	6078
2	6079
2	6080
1	6081
1	6082
24	6083
1	6084
1	6085
1	6086
1	6087
1	6088
1	6089
12	6090
12	6091
10	6092
